Generation,Population,Nwt.0,Nmut.0,Nwt.1,Nmut.1,xmut.0,xmut.1,logfc_mut,logfc_wt,logit_percycle,logit_pergen,W,log_percycle,#Rep
6000,Ara - 4,261000.0,202000.0,11300000.0,29000000.0,0.4369169382938069,0.7196293923414322,4.967354187340327,3.7709324672974294,1.1964217200428968,0.3174737268014968,1.3174737268014969,0.4992584973248613,2.0
7000,Ara - 4,300000.0,177000.0,7900000.0,22700000.0,0.3711885390873718,0.7421477371727269,4.821702831107305,3.237404593500607,1.5842982376066979,0.49568610772844657,1.4956861077284467,0.692845456934391,2.0
8000,Ara - 4,258000.0,154000.0,10400000.0,20800000.0,0.3747285943547626,0.6864530054901224,4.8656208238654575,3.555774155222518,1.3098466686429402,0.3989516429925068,1.3989516429925066,0.6040828355768965,2.0
9000,Ara - 4,253000.0,149000.0,7000000.0,22900000.0,0.3665981912468372,0.7663975099242151,5.053617586751379,3.315024175793588,1.7385934109577916,0.5238384530366037,1.5238384530366036,0.7425236461423177,2.0
10000,Ara - 4,317000.0,189000.0,4900000.0,17300000.0,0.37550658561296857,0.7792207792207793,4.51893555581262,2.7480590550952257,1.7708765007173943,0.6491206380427017,1.6491206380427017,0.7310523126773498,2.0
11000,Ara - 4,278000.0,173000.0,7100000.0,25800000.0,0.3842215132537713,0.7807890855457227,4.948828316112667,3.2051763377741436,1.7436519783385238,0.550404681409832,1.550404681409832,0.7099342513754038,2.0
12000,Ara - 4,263000.0,165000.0,8300000.0,21200000.0,0.38113666519239275,0.7148890745381973,4.867306815577988,3.452426259662088,1.4148805559159001,0.41023499142360287,1.4102349914236028,0.632811270778808,2.0
13000,Ara - 4,277000.0,162000.0,7000000.0,21200000.0,0.3694807892004154,0.7483258928571428,4.864350981913077,3.2294809505887,1.6348700313243778,0.5062682441536732,1.5062682441536732,0.7057275713714986,2.0
14000,Ara - 4,286000.0,164000.0,9000000.0,26800000.0,0.3639921722113503,0.7510240005416201,5.061518066466239,3.398087879923617,1.6634301865426222,0.4931910162948041,1.493191016294804,0.7253253966893395,2.0
15000,Ara - 4,252000.0,119000.0,6300000.0,20200000.0,0.32029967159277506,0.7598393106660457,5.125947569853307,3.219541836193722,1.9064057336595852,0.5919153253486606,1.5919153253486606,0.8637281933084301,2.0
16000,Ara - 4,248000.0,140000.0,4600000.0,17800000.0,0.3606505102040816,0.8108045977011494,4.683472520382503,2.643532560848835,2.039939959533669,0.8558700435241651,1.855870043524165,0.8105681977022244,2.0
17000,Ara - 4,249000.0,126000.0,5800000.0,17400000.0,0.3360655737704918,0.75,4.9274746863724985,3.1431760016405166,1.7842986847319824,0.570690098901403,1.570690098901403,0.8022050717126443,2.0
18000,Ara - 4,308000.0,168000.0,6600000.0,21900000.0,0.35351704777641557,0.7960526315789473,4.682560358593786,2.6925049075671947,1.9900554510265918,0.8495660176616558,1.849566017661656,0.8102656315670596,2.0
19000,Ara - 4,315000.0,141000.0,9100000.0,26900000.0,0.3083490722171382,0.7406994047619048,5.240487732618837,3.314776743292195,1.9257109893266413,0.5957881447466566,1.5957881447466566,0.8678856047998784,2.0
20000,Ara - 4,278000.0,101000.0,7600000.0,28200000.0,0.26022465437788017,0.7900632911392405,5.6771602173967946,3.29504618715921,2.3821140302375845,0.7293393591540334,1.7293393591540334,1.1190694160083452,2.0
22000,Ara - 4,227000.0,141000.0,7400000.0,23900000.0,0.38217906653660844,0.7550412863972186,5.096680996684007,3.4788828497783992,1.6177981469056082,0.465359107908355,1.465359107908355,0.6842351296314093,2.0
24000,Ara - 4,257000.0,132000.0,8000000.0,23800000.0,0.34303379170664106,0.7491685144124168,5.195098284831731,3.441895383621329,1.753202901210403,0.5095359332657828,1.509535933265783,0.787886587347647,2.0
26000,Ara - 4,298000.0,100000.0,6400000.0,25200000.0,0.2438968335035751,0.7898809523809524,5.567255267197545,3.062635919929205,2.50461934726834,0.8121783573620805,1.8121783573620804,1.2169874285253952,2.0
28000,Ara - 4,276000.0,113000.0,9500000.0,24200000.0,0.2919550405064649,0.7113488034807831,5.344364922627782,3.5477163840580337,1.7966485385697484,0.5057402902341213,1.5057402902341213,0.8898509706119182,2.0
30000,Ara - 4,270000.0,115000.0,9700000.0,24800000.0,0.30067567567567566,0.7157064010230867,5.370367538534915,3.5533030688636513,1.8170644696712641,0.5144286359529788,1.5144286359529788,0.8748471512613553,2.0
32000,Ara - 4,285000.0,140000.0,5700000.0,21700000.0,0.3296607166585463,0.793854748603352,5.001446727197733,2.9386229370515866,2.062823790146146,0.7251286059379995,1.7251286059379995,0.8845622667379526,2.0
34000,Ara - 4,302000.0,99000.0,6800000.0,22100000.0,0.24743321371610846,0.7626296580868229,5.402818981652628,3.1090615202648184,2.29375746138781,0.738952528205665,1.738952528205665,1.1256328843236325,2.0
36000,Ara - 4,261000.0,109000.0,6200000.0,14600000.0,0.29515431377133505,0.7053030303030303,4.89488892113369,3.1437426920932827,1.7511462290404076,0.5575436704144716,1.5575436704144714,0.8775287814688448,2.0
38000,Ara - 4,271000.0,81000.0,6400000.0,19900000.0,0.23042270804404688,0.7568897637795275,5.505618944171944,3.1608019687103743,2.34481697546157,0.7417353870650729,1.741735387065073,1.1923664722557983,2.0
40000,Ara - 4,287000.0,93000.0,4000000.0,19000000.0,0.2435831986159562,0.8258490996124914,5.333865327389901,2.6436255028347153,2.690239824555187,1.0213282279468294,2.0213282279468294,1.2214265938851305,2.0
42000,Ara - 4,249000.0,95000.0,7900000.0,17500000.0,0.27389893860855463,0.6889763779527559,5.243513963278398,3.4615782696631916,1.781935693615206,0.5141842861115977,1.5141842861115977,0.9205065503784624,2.0
44000,Ara - 4,198000.0,74000.0,4900000.0,15800000.0,0.27034632034632033,0.7644311600971418,5.393473526431234,3.184145525696701,2.209328000734533,0.6954537149700436,1.6954537149700435,1.061245707564317,2.0
46000,Ara - 4,283000.0,62000.0,7500000.0,14600000.0,0.17803030303030304,0.6562859963797927,5.482404815290507,3.2699653018733015,2.2124395134172055,0.6776693734111274,1.6776693734111274,1.323978985350161,2.0
48000,Ara - 4,293000.0,45000.0,5800000.0,13400000.0,0.1352598519142366,0.6995764092538286,5.738917072579479,2.9684881809119563,2.770428891667523,0.9327931768022486,1.9327931768022486,1.6986642637266112,2.0
50000,Ara - 4,290000.0,85000.0,5900000.0,18900000.0,0.22659005575150756,0.7642115835286241,5.400797982663546,2.9885379048279415,2.4122600778356054,0.808399627034615,1.808399627034615,1.2236717211926176,2.0
0,Ara - 5,318000.0,332666.6666666667,28920000.0,28820000.0,0.5115148708184692,0.4991260570133166,4.445620957396462,4.492230714625931,-0.04660975722946898,-0.009380622414851002,0.990619377585149,-0.02104502554912012,10.0
500,Ara - 5,283000.0,250000.0,21500000.0,26600000.0,0.46926929044999294,0.5522549494669805,4.664883203825047,4.331497491014876,0.33338571281017115,0.07747842270832868,1.0774784227083287,0.16192174739614607,2.0
1000,Ara - 5,280000.0,236000.0,22100000.0,32900000.0,0.4573561888736986,0.597,4.931067859308327,4.3668101803483514,0.5642576789599758,0.1290978028704953,1.1290978028704952,0.2662280503583909,2.0
1500,Ara - 5,316000.0,206000.0,18500000.0,32900000.0,0.3954599761051374,0.6391610532761789,5.067030593704624,4.070427019032568,0.9966035746720552,0.24488109125864269,1.2448810912586428,0.4804702467552883,2.0
2000,Ara - 5,277000.0,200000.0,16800000.0,29800000.0,0.41950910753217524,0.6417286852069461,5.001493286089781,4.092133713844584,0.9093595722451964,0.22508657774070986,1.2250865777407098,0.4258640418773687,2.0
2500,Ara - 5,319000.0,195000.0,14600000.0,31100000.0,0.37999029244023785,0.6757692003480187,5.0482149872975635,3.821138502840385,1.2270764844571789,0.32076837787985735,1.3207683778798573,0.5756273883151877,2.0
3000,Ara - 5,350000.0,224000.0,17500000.0,31500000.0,0.3907312925170068,0.6434594816947758,4.9331742184057905,3.897717090121484,1.0354571282843064,0.26536881698273856,1.2653688169827386,0.5001328153396302,2.0
3500,Ara - 5,281000.0,205000.0,13800000.0,29100000.0,0.4250866851595007,0.6777728482697427,4.949719677118297,3.9036007500383123,1.0461189270799847,0.2684655249921186,1.2684655249921186,0.46778539303276456,2.0
4000,Ara - 5,311000.0,212000.0,13300000.0,35100000.0,0.4059068950373298,0.7252104571145603,5.10941057815921,3.757567818892329,1.3518427592668811,0.36025194148296463,1.3602519414829648,0.5812169276184639,2.0
4500,Ara - 5,329000.0,214000.0,13900000.0,34200000.0,0.39391634980988594,0.7123469603152266,5.068210976129185,3.7299320964036595,1.338278879725526,0.3601295874201441,1.3601295874201442,0.5924444486841971,2.0
5000,Ara - 5,284000.0,190000.0,12400000.0,27300000.0,0.400944404846757,0.6869403744403744,4.965411804243236,3.7770978147297525,1.1883139895134838,0.31450054935437155,1.3145005493543716,0.5382228379828629,2.0
6000,Ara - 5,294000.0,193000.0,14500000.0,26900000.0,0.3984562607204117,0.6469186446304507,4.928143516651165,3.908786748175337,1.0193567684758282,0.26199735797734963,1.2619973579773496,0.4848842744166024,2.0
7000,Ara - 5,323000.0,215000.0,11300000.0,28000000.0,0.40006921373200444,0.7091871229457042,4.860124071725972,3.5499770132234625,1.3101470585025097,0.3740731048785242,1.3740731048785242,0.5701934749964161,2.0
8000,Ara - 5,275000.0,178000.0,12700000.0,32900000.0,0.3925154260720144,0.7228496104509325,5.212279273517446,3.8162362568824206,1.396043016635025,0.3669619845624441,1.366961984562444,0.6108723354001766,2.0
9000,Ara - 5,336000.0,181000.0,11500000.0,33300000.0,0.35194196629719743,0.7434184284004786,5.214976351100872,3.5378180758106486,1.6771582752902234,0.47683804607942004,1.4768380460794202,0.751613754120948,2.0
10000,Ara - 5,292000.0,235000.0,11600000.0,27200000.0,0.44556416757909295,0.7065696226776479,4.745553841692715,3.642642073629177,1.102911768063538,0.31047684646241325,1.3104768464624132,0.46111398557688815,2.0
11000,Ara - 5,320000.0,180000.0,12500000.0,33700000.0,0.35984945959855896,0.7291873839052855,5.234338572849408,3.667499810482344,1.5668387623670639,0.4271495270532275,1.4271495270532275,0.7062129012540858,2.0
12000,Ara - 5,315000.0,207000.0,11600000.0,33400000.0,0.3964722462821322,0.7428571428571429,5.082710189795652,3.600853482223757,1.4818567075718954,0.4127532125292913,1.4127532125292914,0.6281578237164815,2.0
13000,Ara - 5,346000.0,205000.0,11400000.0,33800000.0,0.3720519644786424,0.742410669851697,5.088104811083759,3.4943306125431954,1.5937741985405631,0.45666267821823275,1.4566626782182328,0.6892737944351642,2.0
14000,Ara - 5,349000.0,217000.0,11100000.0,30500000.0,0.38337912087912085,0.7331322377088967,4.945545791368682,3.4593000484195384,1.4862457429491431,0.4297970358702232,1.4297970358702232,0.6482397897600511,2.0
15000,Ara - 5,325000.0,244000.0,9000000.0,35000000.0,0.42800192835422385,0.7945945945945947,4.9577221634305815,3.3129864643287723,1.644735699101809,0.49963832474006686,1.4996383247400669,0.6222144827551791,2.0
16000,Ara - 5,333000.0,204000.0,13400000.0,32000000.0,0.3798826499472896,0.704839968774395,5.052598808741427,3.6920796376320157,1.360519171109412,0.368731226816408,1.3687312268164078,0.6181399248043491,2.0
17000,Ara - 5,309000.0,211000.0,10900000.0,34400000.0,0.4059342220118063,0.7592690058479532,5.093811850806455,3.5617444470338206,1.5320674037726347,0.43025022934536894,1.430250229345369,0.626533707775426,2.0
18000,Ara - 5,319000.0,204000.0,9100000.0,34000000.0,0.39109970674486805,0.7879003405319194,5.113498232755701,3.3470736213041645,1.7664246114515365,0.5348859753414579,1.5348859753414579,0.7009221517648414,2.0
19000,Ara - 5,330000.0,208000.0,10400000.0,31500000.0,0.38573107500864157,0.7511623136879529,5.025851748421786,3.4422253979059008,1.5836263505158852,0.46066262448413714,1.4606626244841372,0.6705599601063593,2.0
20000,Ara - 5,338000.0,195000.0,10100000.0,32400000.0,0.3665531431814957,0.7629228177505873,5.115122266054593,3.396363678961087,1.7187585870935056,0.5061118863819366,1.5061118863819365,0.7329493139239944,2.0
22000,Ara - 5,339000.0,237000.0,11300000.0,36000000.0,0.41069347319347316,0.7601973094170404,5.025774951041418,3.508825633126545,1.516949317914873,0.4328360684618542,1.4328360684618544,0.615764565870043,2.0
24000,Ara - 5,319000.0,238000.0,10200000.0,36600000.0,0.42593955831073227,0.7813765182186235,5.039971994938842,3.465074748422071,1.5748972465167714,0.45459717057721305,1.4545971705772132,0.6095910805682706,2.0
26000,Ara - 5,300000.0,218000.0,9100000.0,32200000.0,0.4206768038163387,0.780367231638418,4.991899466924085,3.4011700735697676,1.590729393354318,0.4744722589402319,1.474472258940232,0.6235591201048474,2.0
28000,Ara - 5,353000.0,210000.0,9000000.0,31800000.0,0.36640191338602823,0.7778981581798483,5.053105579409549,3.232625661719493,1.8204799176900561,0.563542967176222,1.563542967176222,0.7642124724713524,2.0
30000,Ara - 5,331000.0,209000.0,9700000.0,34900000.0,0.3858850587376568,0.7822470190138575,5.1228123144572635,3.3782621546291067,1.7445501598281563,0.5163504163927339,1.516350416392734,0.7077212873686618,2.0
32000,Ara - 5,330000.0,192000.0,9200000.0,32200000.0,0.36894488466797015,0.7760902685202818,5.110891584194152,3.327683676516009,1.7832079076781433,0.535833224860724,1.535833224860724,0.7466996005529556,2.0
34000,Ara - 5,320000.0,191000.0,7000000.0,31700000.0,0.37360204675674846,0.8164306026468336,5.098177090859505,3.083884919965908,2.0142921708935972,0.6532306418607264,1.6532306418607265,0.7826623420538243,2.0
36000,Ara - 5,314000.0,159000.0,7300000.0,27700000.0,0.3359439259020849,0.7889013563908782,5.153680785206025,3.14632540271453,2.007355382491495,0.6388531819613632,1.638853181961363,0.8549349357359433,2.0
38000,Ara - 5,301000.0,173000.0,9600000.0,33700000.0,0.36502270097035516,0.7655340462975497,5.224920655675128,3.462546099317707,1.7623745563574214,0.5094534543251596,1.5094534543251594,0.7381567793464756,2.0
40000,Ara - 5,322000.0,163000.0,6500000.0,28300000.0,0.3360825794163662,0.8146533686706654,5.1314719651648435,2.969598059281113,2.1618739058837306,0.7349274418728202,1.7349274418728202,0.8853764510822986,2.0
42000,Ara - 5,325000.0,202000.0,6400000.0,29800000.0,0.3829597187806143,0.8225702441271303,4.992582791775197,2.9798579243967005,2.0127248673784965,0.6757590275341612,1.675759027534161,0.7658234414020526,2.0
44000,Ara - 5,305000.0,188000.0,9200000.0,30800000.0,0.38137797089999337,0.7704770477047704,5.097476882188448,3.38257529507597,1.714901587112478,0.5134433085408285,1.5134433085408285,0.7013498930314412,2.0
46000,Ara - 5,308000.0,150000.0,7200000.0,26500000.0,0.3279356876256101,0.7853465905084267,5.172488419622107,3.148082812364679,2.024405607257428,0.6492278893494113,1.6492278893494114,0.8727652193574756,2.0
48000,Ara - 5,349000.0,170000.0,7900000.0,22800000.0,0.327472005227671,0.7527340332458443,4.8946635178828295,3.035943057209278,1.858720460673552,0.6364410461103563,1.6364410461103565,0.8296316575484961,2.0
50000,Ara - 5,306000.0,135000.0,7000000.0,24500000.0,0.3105378361475922,0.7768038617886179,5.175326116552953,3.1243208040677044,2.0510053124852488,0.6558767771109988,1.6558767771109988,0.9244816141128172,2.0
0,Ara - 6,235000.0,216000.0,26650000.0,23350000.0,0.4782814764605088,0.464048087954671,4.680915705017122,4.737842475602049,-0.056926770584927455,-0.011934151484112046,0.9880658485158879,-0.0355006710194547,4.0
500,Ara - 6,192000.0,170000.0,19200000.0,25700000.0,0.4873847167325428,0.5746084337349397,5.025773565296571,4.673216577916741,0.3525569873798302,0.08566970220102435,1.0856697022010242,0.17315886355689109,2.0
1000,Ara - 6,264000.0,209000.0,18900000.0,30900000.0,0.44455500573723467,0.6242612293144207,4.994283280887352,4.259679639189862,0.7346036416974902,0.1721910977839518,1.1721910977839518,0.34506982974799494,2.0
1500,Ara - 6,350000.0,246000.0,12100000.0,26500000.0,0.41902071563088517,0.6858149137721642,4.6854313502137765,3.5763780560530956,1.1090532941606812,0.31425267091023923,1.3142526709102391,0.495176782910506,2.0
2000,Ara - 6,215000.0,188000.0,10300000.0,22400000.0,0.4649287229319785,0.6845554640101865,4.787152874588797,3.870090931878603,0.9170619427101945,0.23720741666606793,1.237207416666068,0.39083202013975527,2.0
2500,Ara - 6,171000.0,158000.0,12200000.0,24300000.0,0.4665178571428571,0.6665613528314377,5.137847561105044,4.309245706532593,0.8286018545724518,0.19236083735539758,1.1923608373553976,0.35981621249265516,2.0
3000,Ara - 6,185000.0,144000.0,12500000.0,21600000.0,0.4367120737795076,0.6444826105624732,5.074285715533199,4.216035468999701,0.8582502465334982,0.21970461263357838,1.2197046126335782,0.38537050249502997,2.0
3500,Ara - 6,238000.0,108000.0,12200000.0,24300000.0,0.3119131161236424,0.6693255982596085,5.41877522707804,3.913820997846873,1.504954229231167,0.387003287412242,1.387003287412242,0.7632459522324123,2.0
4000,Ara - 6,190000.0,119000.0,12200000.0,28700000.0,0.3810052574329224,0.7061111111111111,5.535629734842473,4.163955869299382,1.3716738655430916,0.338871767751542,1.338871767751542,0.6157927689642209,2.0
4500,Ara - 6,183000.0,149000.0,12200000.0,20800000.0,0.45416934295537836,0.6304755599691052,4.948377691714681,4.229680756445259,0.718696935269421,0.17296317569539102,1.1729631756953909,0.32975060283826607,2.0
5000,Ara - 6,142000.0,110000.0,13400000.0,25900000.0,0.4375,0.6588979223125564,5.442597861574045,4.532887036998996,0.9097108245750496,0.20663655761860578,1.2066365576186058,0.40951490752384434,2.0
6000,Ara - 6,181000.0,116000.0,8900000.0,22100000.0,0.4021164021164021,0.7121405207935092,5.2535567623103905,3.947894957857567,1.3056618044528232,0.3402296241046695,1.3402296241046696,0.5770762670164384,2.0
7000,Ara - 6,200000.0,133000.0,11900000.0,20800000.0,0.39962272364507,0.6321993491258608,5.04111238707055,4.089151286965372,0.9519611001051791,0.23214702654438396,1.232147026544384,0.4570595787225698,2.0
8000,Ara - 6,183000.0,126000.0,7900000.0,16900000.0,0.4130210571551354,0.6855852317360566,4.901928855793644,3.7585808657102877,1.1433479900833559,0.32134584901800045,1.3213458490180003,0.5071996737810173,2.0
9000,Ara - 6,185000.0,114000.0,11900000.0,23400000.0,0.380912003014886,0.7016491754122939,5.270958975128501,3.898569278968184,1.3723896961603168,0.40623814665580527,1.4062381466558054,0.6041724689284357,2.0
10000,Ara - 6,289000.0,154000.0,9500000.0,20000000.0,0.35092232014757124,0.6876541383052185,4.845335087109557,3.429848992014179,1.415486095095379,0.41434572750435644,1.4143457275043563,0.6792579495552352,2.0
11000,Ara - 6,180000.0,132000.0,11800000.0,29100000.0,0.4192972525797884,0.7048387882330021,5.413349363627429,4.205118872356792,1.208230491270636,0.2907803339318926,1.2907803339318926,0.5176424665274749,2.0
12000,Ara - 6,160000.0,124000.0,11400000.0,32100000.0,0.4426807760141093,0.7382539682539683,5.644813286924941,4.376863162338495,1.2679501245864457,0.29753960139203045,1.2975396013920304,0.5118667013330179,2.0
13000,Ara - 6,212000.0,101000.0,10100000.0,30300000.0,0.3341847594721158,0.7442449867715055,5.78823785528402,4.002782982200455,1.7854548730835653,0.48049744280724493,1.4804974428072448,0.7998365052857159,2.0
14000,Ara - 6,199000.0,129000.0,8600000.0,27300000.0,0.39233027246725877,0.768919782678172,5.357915060820412,3.696278564663411,1.6616364961570005,0.4664404392232956,1.4664404392232955,0.6710246108934224,2.0
15000,Ara - 6,196000.0,170000.0,8400000.0,28000000.0,0.46704545454545454,0.7644230769230769,5.092249243085443,3.7713809564420853,1.3208682866433579,0.3562296822601732,1.3562296822601732,0.5021360472212433,2.0
16000,Ara - 6,197000.0,138000.0,8900000.0,29100000.0,0.4152426520847573,0.7677435144395497,5.358578748246789,3.819527112753229,1.5390516354935595,0.4144518833646683,1.4144518833646682,0.6150226722799228,2.0
17000,Ara - 6,211000.0,138000.0,9800000.0,30300000.0,0.3919853674758896,0.756705173279759,5.406304897465835,3.8298714797825077,1.5764334176833275,0.4118506102454208,1.4118506102454207,0.6607140606599378,2.0
18000,Ara - 6,204000.0,141000.0,7100000.0,25600000.0,0.42581725230414746,0.7825476992143658,5.205781071465115,3.6081243086581587,1.5976567628069558,0.4731891507069036,1.4731891507069035,0.619803789640579,2.0
19000,Ara - 6,191000.0,138000.0,8500000.0,25700000.0,0.42757582957155305,0.7518518518518519,5.244146794650055,3.8422874676330987,1.4018593270169557,0.3735191183855837,1.3735191183855837,0.567069934599979,2.0
20000,Ara - 6,168000.0,154000.0,10800000.0,26800000.0,0.5002655554193733,0.714551757728562,5.156529721298472,4.238714979122112,0.9178147421763607,0.23638863813709263,1.2363886381370928,0.37394009316805343,2.0
22000,Ara - 6,153000.0,112000.0,7400000.0,23100000.0,0.4356042747131856,0.7624815810002601,5.461288158692682,4.007776238613659,1.4535119200790219,0.41186753990940683,1.411867539909407,0.5585883238573411,2.0
24000,Ara - 6,173000.0,140000.0,6400000.0,28000000.0,0.4503180981081534,0.8143631436314362,5.304252840550252,3.6248800165865376,1.6793728239637138,0.4692206179770043,1.4692206179770042,0.5933204921310542,2.0
26000,Ara - 6,206000.0,115000.0,8600000.0,28500000.0,0.3865425093804338,0.7603896103896104,5.494820803141097,3.859198853832951,1.635621949308147,0.4420518175695507,1.4420518175695507,0.6936901756528031,2.0
28000,Ara - 6,204000.0,134000.0,7700000.0,25600000.0,0.41337678071604633,0.7659501445086705,5.295313052370895,3.7115428445420413,1.5837702078288536,0.4810348136273901,1.48103481362739,0.6175004905051957,2.0
30000,Ara - 6,231000.0,123000.0,10700000.0,30000000.0,0.3504088504088504,0.7334905660377358,5.468727606820911,3.8318848688011755,1.636842738019736,0.4318884354142273,1.4318884354142272,0.7462371911203247,2.0
32000,Ara - 6,212000.0,129000.0,5600000.0,26300000.0,0.3792598967297762,0.8199565732333202,5.30883400663342,3.2230270784601074,2.085806928173313,0.6843668526001464,1.6843668526001463,0.7721783302874976,2.0
34000,Ara - 6,167000.0,96000.0,7600000.0,24600000.0,0.36801057501652346,0.7639274691358025,5.604912834357913,3.889164784401718,1.7157480499561955,0.44826188321482957,1.4482618832148297,0.7305749765279171,2.0
36000,Ara - 6,197000.0,105000.0,6200000.0,26100000.0,0.35980103168754607,0.8088328200268499,5.5041983931029135,3.476998670485866,2.0271997226170475,0.6071987847065526,1.6071987847065525,0.8220449906468703,2.0
38000,Ara - 6,260000.0,120000.0,7400000.0,25600000.0,0.32131626235399824,0.7773897058823529,5.362648229989421,3.327966571582437,2.034681658406985,0.6126255437761812,1.6126255437761812,0.8922670448969215,2.0
40000,Ara - 6,199000.0,111000.0,4800000.0,27600000.0,0.37983468846862223,0.8501996314496314,5.512090743126945,3.263291431721509,2.2487993114054357,0.7238248787649623,1.7238248787649622,0.8283681964628842,2.0
42000,Ara - 6,222000.0,127000.0,6600000.0,24900000.0,0.366392685020136,0.7903531403692655,5.277350332351135,3.3833570841522373,1.8939932481988981,0.575136592528009,1.575136592528009,0.7721122032188918,2.0
44000,Ara - 6,231000.0,94000.0,6500000.0,22500000.0,0.2902534113060429,0.7768401983218917,5.488944682726819,3.3434655087295093,2.14547917399731,0.6517933922621485,1.6517933922621484,0.9843568190364451,2.0
46000,Ara - 6,227000.0,104000.0,6400000.0,20000000.0,0.31233460746839165,0.7616020343293071,5.2708732338953315,3.299075967186946,1.9717972667083863,0.6092218599081367,1.6092218599081367,0.8920186233224321,2.0
48000,Ara - 6,230000.0,124000.0,7400000.0,24100000.0,0.35239769820971867,0.773423944476576,5.27228918557001,3.4013636497133635,1.8709255358566463,0.5884206979580516,1.5884206979580515,0.7953081892622679,2.0
50000,Ara - 6,181000.0,130000.0,6900000.0,28200000.0,0.42445782103825136,0.8028182764904972,5.381780133855887,3.6697217910947018,1.7120583427611853,0.47319806082455046,1.4731980608245505,0.6409033712354446,2.0
